code,country,stateOrRegion,assetClass,year,unitOfMeasurement,greenHouseGasEmissionFactor
SYR,Syrian Arab Republic,Syrian Arab Republic,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,142.5955505
TCA,Turks and Caicos Islands,Turks and Caicos Islands,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,132.5853119
TCD,Chad,Chad,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,92.77605438
TGO,Togo,Togo,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,163.9760437
THA,Thailand,Thailand,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,153.9438934
TJK,Tajikistan,Tajikistan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,39.56980896
TKM,Turkmenistan,Turkmenistan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,145.4249115
TLS,Timor-Leste,Timor-Leste,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,193.644104
TON,Tonga,Tonga,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,168.1678314
TTO,Trinidad and Tobago,Trinidad and Tobago,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,144.6246643
TUN,Tunisia,Tunisia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,1.534642339
TUR,Turkey,Turkey,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,103.4484253
TWN,Taiwan,Taiwan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,167.9717255
TZA,"Tanzania, United Republic of","Tanzania, United Republic of","Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,94.22195435
UGA,Uganda,Uganda,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,103.7423248
UKR,Ukraine,Ukraine,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,70.8994751
URY,Uruguay,Uruguay,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,84.69493103
USA,United States of America average,United States of America average,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,102.2439192
UZB,Uzbekistan,Uzbekistan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,116.0780563
VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,110.8152618
VEN,"Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of","Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,138.7434998
VGB,Virgin Islands (British),Virgin Islands (British),"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,112.0353928
VIR,Virgin Islands (U.S.),Virgin Islands (U.S.),"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,131.4954529
VNM,Viet Nam,Viet Nam,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,136.1313934
VUT,Vanuatu,Vanuatu,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,167.5783997
WSM,Samoa,Samoa,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,114.5087051
YEM,Yemen,Yemen,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,12.02693748
ZAF,South Africa,South Africa,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,151.4433594
ZMB,Zambia,Zambia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,79.45066071
ZWE,Zimbabwe,Zimbabwe,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,88.6902771
ABW,Aruba,Aruba,Residential Multi-Family,2020,kgCO2e/m2/year,27.79891968
AFG,Afghanistan,Afghanistan,Residential Multi-Family,2020,kgCO2e/m2/year,4.845470428
AGO,Angola,Angola,Residential Multi-Family,2020,kgCO2e/m2/year,4.680168629
ALB,Albania,Albania,Residential Multi-Family,2020,kgCO2e/m2/year,13.76146603
ARE,United Arab Emirates,United Arab Emirates,Residential Multi-Family,2020,kgCO2e/m2/year,50.1008606
ARG,Argentina,Argentina,Residential Multi-Family,2020,kgCO2e/m2/year,11.2444191
ARM,Armenia,Armenia,Residential Multi-Family,2020,kgCO2e/m2/year,29.54345703
ASM,American Samoa,American Samoa,Residential Multi-Family,2020,kgCO2e/m2/year,29.43901253
ATG,Antigua and Barbuda,Antigua and Barbuda,Residential Multi-Family,2020,kgCO2e/m2/year,30.4165802
AUS,Australia,Australia,Residential Multi-Family,2020,kgCO2e/m2/year,61.35675684
AUT,Austria,Austria,Residential Multi-Family,2020,kgCO2e/m2/year,20.77988167
AZE,Azerbaijan,Azerbaijan,Residential Multi-Family,2020,kgCO2e/m2/year,64.48859406
BDI,Burundi,Burundi,Residential Multi-Family,2020,kgCO2e/m2/year,12.40173721
BEL,Belgium,Belgium,Residential Multi-Family,2020,kgCO2e/m2/year,44.11119037
BEN,Benin,Benin,Residential Multi-Family,2020,kgCO2e/m2/year,34.88975143
BFA,Burkina Faso,Burkina Faso,Residential Multi-Family,2020,kgCO2e/m2/year,32.60749054
BGD,Bangladesh,Bangladesh,Residential Multi-Family,2020,kgCO2e/m2/year,27.16352463
BGR,Bulgaria,Bulgaria,Residential Multi-Family,2020,kgCO2e/m2/year,32.45691272
BHR,Bahrain,Bahrain,Residential Multi-Family,2020,kgCO2e/m2/year,71.29619598
BHS,Bahamas,Bahamas,Residential Multi-Family,2020,kgCO2e/m2/year,71.23600006
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,Residential Multi-Family,2020,kgCO2e/m2/year,41.31389618
BLR,Belarus,Belarus,Residential Multi-Family,2020,kgCO2e/m2/year,34.68173599
BLZ,Belize,Belize,Residential Multi-Family,2020,kgCO2e/m2/year,20.49288177
BMU,Bermuda,Bermuda,Residential Multi-Family,2020,kgCO2e/m2/year,23.10577774
BOL,Bolivia,Bolivia,Residential Multi-Family,2020,kgCO2e/m2/year,15.60937691
BRA,Brazil,Brazil,Residential Multi-Family,2020,kgCO2e/m2/year,6.582487188
BRB,Barbados,Barbados,Residential Multi-Family,2020,kgCO2e/m2/year,34.15915298
BRN,Brunei Darussalam,Brunei Darussalam,Residential Multi-Family,2020,kgCO2e/m2/year,45.2615242
BTN,Bhutan,Bhutan,Residential Multi-Family,2020,kgCO2e/m2/year,24.72590446
BWA,Botswana,Botswana,Residential Multi-Family,2020,kgCO2e/m2/year,58.28346252
CAF,Central African Republic,Central African Republic,Residential Multi-Family,2020,kgCO2e/m2/year,15.79582119
CAN,Canada,Canada,Residential Multi-Family,2020,kgCO2e/m2/year,18.99751094
CHE,Switzerland,Switzerland,Residential Multi-Family,2020,kgCO2e/m2/year,23.87679197
CHL,Chile,Chile,Residential Multi-Family,2020,kgCO2e/m2/year,17.7591095
CHN,China,China,Residential Multi-Family,2020,kgCO2e/m2/year,22.57086927
CIV,Ivory Coast,Ivory Coast,Residential Multi-Family,2020,kgCO2e/m2/year,37.45969391
CMR,Cameroon,Cameroon,Residential Multi-Family,2020,kgCO2e/m2/year,9.118612289
COD,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",Residential Multi-Family,2020,kgCO2e/m2/year,7.398934841
COG,Congo,Congo,Residential Multi-Family,2020,kgCO2e/m2/year,29.93322754
COL,Colombia,Colombia,Residential Multi-Family,2020,kgCO2e/m2/year,-0.429198712
COM,Comoros,Comoros,Residential Multi-Family,2020,kgCO2e/m2/year,18.10142136
CPV,Cabo Verde,Cabo Verde,Residential Multi-Family,2020,kgCO2e/m2/year,19.98617554
CRI,Costa Rica,Costa Rica,Residential Multi-Family,2020,kgCO2e/m2/year,28.69928551
CUB,Cuba,Cuba,Residential Multi-Family,2020,kgCO2e/m2/year,16.92900276
CYM,Cayman Islands,Cayman Islands,Residential Multi-Family,2020,kgCO2e/m2/year,28.43548584
CYP,Cyprus,Cyprus,Residential Multi-Family,2020,kgCO2e/m2/year,28.22284067
CZE,Czech Republic,Czech Republic,Residential Multi-Family,2020,kgCO2e/m2/year,57.49737024
DEU,Germany,Germany,Residential Multi-Family,2020,kgCO2e/m2/year,60.64136691
DJI,Djibouti,Djibouti,Residential Multi-Family,2020,kgCO2e/m2/year,42.64295197
DMA,Dominica,Dominica,Residential Multi-Family,2020,kgCO2e/m2/year,19.44297218
DNK,Denmark,Denmark,Residential Multi-Family,2020,kgCO2e/m2/year,17.91776363
DOM,Dominican Republic,Dominican Republic,Residential Multi-Family,2020,kgCO2e/m2/year,24.71801186
DZA,Algeria,Algeria,Residential Multi-Family,2020,kgCO2e/m2/year,44.90436172
ECU,Ecuador,Ecuador,Residential Multi-Family,2020,kgCO2e/m2/year,1.248136759
EGY,Egypt,Egypt,Residential Multi-Family,2020,kgCO2e/m2/year,0.82280159
ERI,Eritrea,Eritrea,Residential Multi-Family,2020,kgCO2e/m2/year,31.96776962
ESP,Spain,Spain,Residential Multi-Family,2020,kgCO2e/m2/year,16.6981464
EST,Estonia,Estonia,Residential Multi-Family,2020,kgCO2e/m2/year,86.36390644
ETH,Ethiopia,Ethiopia,Residential Multi-Family,2020,kgCO2e/m2/year,3.678767681
FIN,Finland,Finland,Residential Multi-Family,2020,kgCO2e/m2/year,22.86170161
FJI,Fiji,Fiji,Residential Multi-Family,2020,kgCO2e/m2/year,17.27418518
FRA,France,France,Residential Multi-Family,2020,kgCO2e/m2/year,18.98278827
FRO,Faroe Islands,Faroe Islands,Residential Multi-Family,2020,kgCO2e/m2/year,31.70051193
GAB,Gabon,Gabon,Residential Multi-Family,2020,kgCO2e/m2/year,33.77560806
GBR,United Kingdom,United Kingdom,Residential Multi-Family,2020,kgCO2e/m2/year,28.18289511
GEO,Georgia,Georgia,Residential Multi-Family,2020,kgCO2e/m2/year,12.89647675
GHA,Ghana,Ghana,Residential Multi-Family,2020,kgCO2e/m2/year,30.44932747
GIB,Gibraltar,Gibraltar,Residential Multi-Family,2020,kgCO2e/m2/year,19.3298378
GIN,Guinea,Guinea,Residential Multi-Family,2020,kgCO2e/m2/year,16.53035355
GMB,Gambia,Gambia,Residential Multi-Family,2020,kgCO2e/m2/year,39.43977737
GNB,Guinea-Bissau,Guinea-Bissau,Residential Multi-Family,2020,kgCO2e/m2/year,26.90166092
GNQ,Equatorial Guinea,Equatorial Guinea,Residential Multi-Family,2020,kgCO2e/m2/year,17.8955822
GRC,Greece,Greece,Residential Multi-Family,2020,kgCO2e/m2/year,96.12870436
GRD,Grenada,Grenada,Residential Multi-Family,2020,kgCO2e/m2/year,23.15997124
GRL,Greenland,Greenland,Residential Multi-Family,2020,kgCO2e/m2/year,55.99259949
GTM,Guatemala,Guatemala,Residential Multi-Family,2020,kgCO2e/m2/year,10.72060299
GUM,Guam,Guam,Residential Multi-Family,2020,kgCO2e/m2/year,31.89216614
GUY,Guyana,Guyana,Residential Multi-Family,2020,kgCO2e/m2/year,25.05817986
HKG,Hong Kong,Hong Kong,Residential Multi-Family,2020,kgCO2e/m2/year,96.12870436
HND,Honduras,Honduras,Residential Multi-Family,2020,kgCO2e/m2/year,10.13467979
HRV,Croatia,Croatia,Residential Multi-Family,2020,kgCO2e/m2/year,25.39846518
HTI,Haiti,Haiti,Residential Multi-Family,2020,kgCO2e/m2/year,32.26670456
HUN,Hungary,Hungary,Residential Multi-Family,2020,kgCO2e/m2/year,22.57086927
IDN,Indonesia,Indonesia,Residential Multi-Family,2020,kgCO2e/m2/year,23.82055664
IND,India,India,Residential Multi-Family,2020,kgCO2e/m2/year,20.24059622
IRL,Ireland,Ireland,Residential Multi-Family,2020,kgCO2e/m2/year,27.12655445
IRN,"Iran, Islamic Republic of","Iran, Islamic Republic of",Residential Multi-Family,2020,kgCO2e/m2/year,5.698344231
IRQ,Iraq,Iraq,Residential Multi-Family,2020,kgCO2e/m2/year,52.18277359
ISL,Iceland,Iceland,Residential Multi-Family,2020,kgCO2e/m2/year,55.38736343
ISR,Israel,Israel,Residential Multi-Family,2020,kgCO2e/m2/year,45.68520355
ITA,Italy,Italy,Residential Multi-Family,2020,kgCO2e/m2/year,35.9028579
JAM,Jamaica,Jamaica,Residential Multi-Family,2020,kgCO2e/m2/year,31.69594193
JOR,Jordan,Jordan,Residential Multi-Family,2020,kgCO2e/m2/year,18.79907799
JPN,Japan,Japan,Residential Multi-Family,2020,kgCO2e/m2/year,60.64136691
KAZ,Kazakhstan,Kazakhstan,Residential Multi-Family,2020,kgCO2e/m2/year,56.85847855
KEN,Kenya,Kenya,Residential Multi-Family,2020,kgCO2e/m2/year,4.308186054
KGZ,Kyrgyzstan,Kyrgyzstan,Residential Multi-Family,2020,kgCO2e/m2/year,4.950600624
KHM,Cambodia,Cambodia,Residential Multi-Family,2020,kgCO2e/m2/year,25.92228127
KIR,Kiribati,Kiribati,Residential Multi-Family,2020,kgCO2e/m2/year,36.66959381
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis,Residential Multi-Family,2020,kgCO2e/m2/year,36.39107895
KOR,South Korea,South Korea,Residential Multi-Family,2020,kgCO2e/m2/year,35.9028579
KSV,Kosovo,Kosovo,Residential Multi-Family,2020,kgCO2e/m2/year,67.54586792
KWT,Kuwait,Kuwait,Residential Multi-Family,2020,kgCO2e/m2/year,54.69837952
LAO,Lao People's Democratic Republic,Lao People's Democratic Republic,Residential Multi-Family,2020,kgCO2e/m2/year,9.050599098
LBN,Lebanon,Lebanon,Residential Multi-Family,2020,kgCO2e/m2/year,26.71821976
LBR,Liberia,Liberia,Residential Multi-Family,2020,kgCO2e/m2/year,4.58446455
LBY,Libya,Libya,Residential Multi-Family,2020,kgCO2e/m2/year,63.61865234
LCA,Saint Lucia,Saint Lucia,Residential Multi-Family,2020,kgCO2e/m2/year,36.3655014
LKA,Sri Lanka,Sri Lanka,Residential Multi-Family,2020,kgCO2e/m2/year,8.39385128
LSO,Lesotho,Lesotho,Residential Multi-Family,2020,kgCO2e/m2/year,14.95775509
LTU,Lithuania,Lithuania,Residential Multi-Family,2020,kgCO2e/m2/year,20.24059622
LUX,Luxembourg,Luxembourg,Residential Multi-Family,2020,kgCO2e/m2/year,31.19217236
LVA,Latvia,Latvia,Residential Multi-Family,2020,kgCO2e/m2/year,61.35675684
MAC,Macao,Macao,Residential Multi-Family,2020,kgCO2e/m2/year,28.98281479
MAR,Morocco,Morocco,Residential Multi-Family,2020,kgCO2e/m2/year,0.62445
MDA,Moldova,Moldova,Residential Multi-Family,2020,kgCO2e/m2/year,42.18092346
MDG,Madagascar,Madagascar,Residential Multi-Family,2020,kgCO2e/m2/year,13.30789471
MDV,Maldives,Maldives,Residential Multi-Family,2020,kgCO2e/m2/year,25.40339088
MEX,Mexico,Mexico,Residential Multi-Family,2020,kgCO2e/m2/year,8.811394924
MKD,North Macedonia,North Macedonia,Residential Multi-Family,2020,kgCO2e/m2/year,21.81844711
MLI,Mali,Mali,Residential Multi-Family,2020,kgCO2e/m2/year,10.16849709
MLT,Malta,Malta,Residential Multi-Family,2020,kgCO2e/m2/year,25.34043805
MMR,Myanmar,Myanmar,Residential Multi-Family,2020,kgCO2e/m2/year,8.794036865
MNE,Montenegro,Montenegro,Residential Multi-Family,2020,kgCO2e/m2/year,21.18905067
MNG,Mongolia,Mongolia,Residential Multi-Family,2020,kgCO2e/m2/year,64.5417099
MOZ,Mozambique,Mozambique,Residential Multi-Family,2020,kgCO2e/m2/year,5.201309681
MRT,Mauritania,Mauritania,Residential Multi-Family,2020,kgCO2e/m2/year,26.84867096
MSR,Montserrat,Montserrat,Residential Multi-Family,2020,kgCO2e/m2/year,50.91823196
MUS,Mauritius,Mauritius,Residential Multi-Family,2020,kgCO2e/m2/year,17.89942741
MWI,Malawi,Malawi,Residential Multi-Family,2020,kgCO2e/m2/year,9.146965981
MYS,Malaysia,Malaysia,Residential Multi-Family,2020,kgCO2e/m2/year,31.19217236
NAM,Namibia,Namibia,Residential Multi-Family,2020,kgCO2e/m2/year,13.83184242
NCL,New Caledonia,New Caledonia,Residential Multi-Family,2020,kgCO2e/m2/year,68.93717957
NER,Niger,Niger,Residential Multi-Family,2020,kgCO2e/m2/year,35.58938217
NGA,Nigeria,Nigeria,Residential Multi-Family,2020,kgCO2e/m2/year,31.15892792
NIC,Nicaragua,Nicaragua,Residential Multi-Family,2020,kgCO2e/m2/year,9.313938141
NLD,Netherlands,Netherlands,Residential Multi-Family,2020,kgCO2e/m2/year,29.19910726
NOR,Norway,Norway,Residential Multi-Family,2020,kgCO2e/m2/year,4.734764239
NPL,Nepal,Nepal,Residential Multi-Family,2020,kgCO2e/m2/year,9.06281662
NRU,Nauru,Nauru,Residential Multi-Family,2020,kgCO2e/m2/year,36.36413574
NZL,New Zealand,New Zealand,Residential Multi-Family,2020,kgCO2e/m2/year,14.52471828
OMN,Oman,Oman,Residential Multi-Family,2020,kgCO2e/m2/year,55.12311554
PAK,Pakistan,Pakistan,Residential Multi-Family,2020,kgCO2e/m2/year,2.778841496
PAN,Panama,Panama,Residential Multi-Family,2020,kgCO2e/m2/year,31.37161064
PER,Peru,Peru,Residential Multi-Family,2020,kgCO2e/m2/year,0.658879101
PHL,Philippines,Philippines,Residential Multi-Family,2020,kgCO2e/m2/year,25.34043805
PNG,Papua New Guinea,Papua New Guinea,Residential Multi-Family,2020,kgCO2e/m2/year,30.57010078
POL,Poland,Poland,Residential Multi-Family,2020,kgCO2e/m2/year,66.60604006
PRI,Puerto Rico,Puerto Rico,Residential Multi-Family,2020,kgCO2e/m2/year,83.30850983
PRK,"Korea, Democratic People's Republic of","Korea, Democratic People's Republic of",Residential Multi-Family,2020,kgCO2e/m2/year,38.01930618
PRT,Portugal,Portugal,Residential Multi-Family,2020,kgCO2e/m2/year,13.89682171
PRY,Paraguay,Paraguay,Residential Multi-Family,2020,kgCO2e/m2/year,8.47192955
PSE,"Palestine, State of","Palestine, State of",Residential Multi-Family,2020,kgCO2e/m2/year,22.80742455
PYF,French Polynesia,French Polynesia,Residential Multi-Family,2020,kgCO2e/m2/year,31.4383812
QAT,Qatar,Qatar,Residential Multi-Family,2020,kgCO2e/m2/year,44.61948013
ROU,Romania,Romania,Residential Multi-Family,2020,kgCO2e/m2/year,27.98007858
RUS,Russian Federation,Russian Federation,Residential Multi-Family,2020,kgCO2e/m2/year,31.57661247
RWA,Rwanda,Rwanda,Residential Multi-Family,2020,kgCO2e/m2/year,16.56049538
SAU,Saudi Arabia,Saudi Arabia,Residential Multi-Family,2020,kgCO2e/m2/year,61.80282974
SDN,Sudan,Sudan,Residential Multi-Family,2020,kgCO2e/m2/year,4.007078648
SEN,Senegal,Senegal,Residential Multi-Family,2020,kgCO2e/m2/year,25.8263607
SGP,Singapore,Singapore,Residential Multi-Family,2020,kgCO2e/m2/year,27.12655445
SLB,Solomon Islands,Solomon Islands,Residential Multi-Family,2020,kgCO2e/m2/year,36.42412567
SLE,Sierra Leone,Sierra Leone,Residential Multi-Family,2020,kgCO2e/m2/year,15.27209282
SLV,El Salvador,El Salvador,Residential Multi-Family,2020,kgCO2e/m2/year,14.45221138
SOM,Somalia,Somalia,Residential Multi-Family,2020,kgCO2e/m2/year,36.4184761
SRB,Serbia,Serbia,Residential Multi-Family,2020,kgCO2e/m2/year,37.72001648
SSD,South Sudan,South Sudan,Residential Multi-Family,2020,kgCO2e/m2/year,37.84235382
STP,Sao Tome and Principe,Sao Tome and Principe,Residential Multi-Family,2020,kgCO2e/m2/year,18.20486832
SUR,Suriname,Suriname,Residential Multi-Family,2020,kgCO2e/m2/year,25.46277046
SVK,Slovakia,Slovakia,Residential Multi-Family,2020,kgCO2e/m2/year,20.10707525
SVN,Slovenia,Slovenia,Residential Multi-Family,2020,kgCO2e/m2/year,26.999231
SWE,Sweden,Sweden,Residential Multi-Family,2020,kgCO2e/m2/year,3.979494965
SWZ,Eswatini,Eswatini,Residential Multi-Family,2020,kgCO2e/m2/year,21.07866287
SYC,Seychelles,Seychelles,Residential Multi-Family,2020,kgCO2e/m2/year,25.26216698
SYR,Syrian Arab Republic,Syrian Arab Republic,Residential Multi-Family,2020,kgCO2e/m2/year,64.09299469
TCA,Turks and Caicos Islands,Turks and Caicos Islands,Residential Multi-Family,2020,kgCO2e/m2/year,38.00915909
TCD,Chad,Chad,Residential Multi-Family,2020,kgCO2e/m2/year,14.16065407
TGO,Togo,Togo,Residential Multi-Family,2020,kgCO2e/m2/year,36.52634048
THA,Thailand,Thailand,Residential Multi-Family,2020,kgCO2e/m2/year,20.73683357
TJK,Tajikistan,Tajikistan,Residential Multi-Family,2020,kgCO2e/m2/year,3.44063735
TKM,Turkmenistan,Turkmenistan,Residential Multi-Family,2020,kgCO2e/m2/year,63.68105316
TLS,Timor-Leste,Timor-Leste,Residential Multi-Family,2020,kgCO2e/m2/year,55.6323204
TON,Tonga,Tonga,Residential Multi-Family,2020,kgCO2e/m2/year,17.86841011
TTO,Trinidad and Tobago,Trinidad and Tobago,Residential Multi-Family,2020,kgCO2e/m2/year,41.7363205
TUN,Tunisia,Tunisia,Residential Multi-Family,2020,kgCO2e/m2/year,5.168503761
TUR,Turkey,Turkey,Residential Multi-Family,2020,kgCO2e/m2/year,21.73807907
TWN,Taiwan,Taiwan,Residential Multi-Family,2020,kgCO2e/m2/year,48.59295654
TZA,"Tanzania, United Republic of","Tanzania, United Republic of",Residential Multi-Family,2020,kgCO2e/m2/year,10.37932301
UGA,Uganda,Uganda,Residential Multi-Family,2020,kgCO2e/m2/year,6.362557411
UKR,Ukraine,Ukraine,Residential Multi-Family,2020,kgCO2e/m2/year,17.13616943
URY,Uruguay,Uruguay,Residential Multi-Family,2020,kgCO2e/m2/year,26.09736443
USA,United States of America average,United States of America average,Residential Multi-Family,2020,kgCO2e/m2/year,58.99731093
UZB,Uzbekistan,Uzbekistan,Residential Multi-Family,2020,kgCO2e/m2/year,59.69668198
VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Residential Multi-Family,2020,kgCO2e/m2/year,23.05612373
VEN,"Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of",Residential Multi-Family,2020,kgCO2e/m2/year,9.512946129
VGB,Virgin Islands (British),Virgin Islands (British),Residential Multi-Family,2020,kgCO2e/m2/year,24.05426216
VIR,Virgin Islands (U.S.),Virgin Islands (U.S.),Residential Multi-Family,2020,kgCO2e/m2/year,32.32743454
VNM,Viet Nam,Viet Nam,Residential Multi-Family,2020,kgCO2e/m2/year,16.15181541
VUT,Vanuatu,Vanuatu,Residential Multi-Family,2020,kgCO2e/m2/year,17.99757385
WSM,Samoa,Samoa,Residential Multi-Family,2020,kgCO2e/m2/year,19.13723183
YEM,Yemen,Yemen,Residential Multi-Family,2020,kgCO2e/m2/year,1.982120633
ZAF,South Africa,South Africa,Residential Multi-Family,2020,kgCO2e/m2/year,49.85010147
ZMB,Zambia,Zambia,Residential Multi-Family,2020,kgCO2e/m2/year,7.117995262
ZWE,Zimbabwe,Zimbabwe,Residential Multi-Family,2020,kgCO2e/m2/year,15.8523922
USA,United States of America,New York,Office,2020,kgCO2e/m2/year,45.157857
USA,United States of America,Los Angeles,Office,2020,kgCO2e/m2/year,41.63667955
USA,United States of America,Chicago,Office,2020,kgCO2e/m2/year,71.1117915
USA,United States of America,Houston,Office,2020,kgCO2e/m2/year,50.4821285
USA,United States of America,Phoenix,Office,2020,kgCO2e/m2/year,55.303825
USA,United States of America,Philadelphia,Office,2020,kgCO2e/m2/year,70.6139395
USA,United States of America,San Antonio,Office,2020,kgCO2e/m2/year,46.0928385
USA,United States of America,San Diego,Office,2020,kgCO2e/m2/year,40.9746345
USA,United States of America,Dallas,Office,2020,kgCO2e/m2/year,42.800871
USA,United States of America,San Jose,Office,2020,kgCO2e/m2/year,41.7400045
USA,United States of America,Austin,Office,2020,kgCO2e/m2/year,44.117658
USA,United States of America,Jacksonville,Office,2020,kgCO2e/m2/year,54.8951175
USA,United States of America,Washington DC,Office,2020,kgCO2e/m2/year,67.651587
USA,United States of America,San Fran. ,Office,2020,kgCO2e/m2/year,45.17268895
USA,United States of America,Boston,Office,2020,kgCO2e/m2/year,72.262047
USA,United States of America,New York,"Retail, High Street",2020,kgCO2e/m2/year,68.98283223
USA,United States of America,Los Angeles,"Retail, High Street",2020,kgCO2e/m2/year,63.3109955
USA,United States of America,Chicago,"Retail, High Street",2020,kgCO2e/m2/year,110.7888704
USA,United States of America,Houston,"Retail, High Street",2020,kgCO2e/m2/year,77.55905399
USA,United States of America,Phoenix,"Retail, High Street",2020,kgCO2e/m2/year,85.32573877
USA,United States of America,Philadelphia,"Retail, High Street",2020,kgCO2e/m2/year,109.9869412
USA,United States of America,San Antonio,"Retail, High Street",2020,kgCO2e/m2/year,70.48888028
USA,United States of America,San Diego,"Retail, High Street",2020,kgCO2e/m2/year,62.24458761
USA,United States of America,Dallas,"Retail, High Street",2020,kgCO2e/m2/year,65.18625
USA,United States of America,San Jose,"Retail, High Street",2020,kgCO2e/m2/year,63.47742911
USA,United States of America,Austin,"Retail, High Street",2020,kgCO2e/m2/year,67.30730211
USA,United States of America,Jacksonville,"Retail, High Street",2020,kgCO2e/m2/year,84.66740154
USA,United States of America,Washington DC,"Retail, High Street",2020,kgCO2e/m2/year,105.2152476
USA,United States of America,San Fran. ,"Retail, High Street",2020,kgCO2e/m2/year,69.00672322
USA,United States of America,Boston,"Retail, High Street",2020,kgCO2e/m2/year,112.6416772
USA,United States of America,New York,"Retail, Shopping Center",2020,kgCO2e/m2/year,73.18723963
USA,United States of America,Los Angeles,"Retail, Shopping Center",2020,kgCO2e/m2/year,67.13587479
USA,United States of America,Chicago,"Retail, Shopping Center",2020,kgCO2e/m2/year,117.7907079
USA,United States of America,Houston,"Retail, Shopping Center",2020,kgCO2e/m2/year,82.33733496
USA,United States of America,Phoenix,"Retail, Shopping Center",2020,kgCO2e/m2/year,90.62372356
USA,United States of America,Philadelphia,"Retail, Shopping Center",2020,kgCO2e/m2/year,116.9351179
USA,United States of America,San Antonio,"Retail, Shopping Center",2020,kgCO2e/m2/year,74.79406412
USA,United States of America,San Diego,"Retail, Shopping Center",2020,kgCO2e/m2/year,65.99810875
USA,United States of America,Dallas,"Retail, Shopping Center",2020,kgCO2e/m2/year,69.136611
USA,United States of America,San Jose,"Retail, Shopping Center",2020,kgCO2e/m2/year,67.31344521
USA,United States of America,Austin,"Retail, Shopping Center",2020,kgCO2e/m2/year,71.39959225
USA,United States of America,Jacksonville,"Retail, Shopping Center",2020,kgCO2e/m2/year,89.92133402
USA,United States of America,Washington DC,"Retail, Shopping Center",2020,kgCO2e/m2/year,111.8441289
USA,United States of America,San Fran. ,"Retail, Shopping Center",2020,kgCO2e/m2/year,73.21272927
USA,United States of America,Boston,"Retail, Shopping Center",2020,kgCO2e/m2/year,119.7674943
USA,United States of America,New York,"Retail, Warehouse",2020,kgCO2e/m2/year,44.45712243
USA,United States of America,Los Angeles,"Retail, Warehouse",2020,kgCO2e/m2/year,40.99919966
USA,United States of America,Chicago,"Retail, Warehouse",2020,kgCO2e/m2/year,69.94481859
USA,United States of America,Houston,"Retail, Warehouse",2020,kgCO2e/m2/year,49.68574833
USA,United States of America,Phoenix,"Retail, Warehouse",2020,kgCO2e/m2/year,54.42082753
USA,United States of America,Philadelphia,"Retail, Warehouse",2020,kgCO2e/m2/year,69.45591003
USA,United States of America,San Antonio,"Retail, Warehouse",2020,kgCO2e/m2/year,45.37530785
USA,United States of America,San Diego,"Retail, Warehouse",2020,kgCO2e/m2/year,40.34904764
USA,United States of America,Dallas,"Retail, Warehouse",2020,kgCO2e/m2/year,42.1424775
USA,United States of America,San Jose,"Retail, Warehouse",2020,kgCO2e/m2/year,41.10066848
USA,United States of America,Austin,"Retail, Warehouse",2020,kgCO2e/m2/year,43.43560964
USA,United States of America,Jacksonville,"Retail, Warehouse",2020,kgCO2e/m2/year,54.01946208
USA,United States of America,Washington DC,"Retail, Warehouse",2020,kgCO2e/m2/year,66.54677345
